90	13	97
20	46	75
47	7	52
75	35	81
43	30	61
0	13	84
2	64	51
43	46	94
21	28	64
51	94	64
4	27	78
9	44	51
36	27	45
19	12	87
44	75	97
88	76	94
27	91	70
4	88	21
78	96	79
19	22	67
51	27	60
7	92	12
46	78	94
29	45	93
51	36	53
45	93	76
22	64	44
29	35	51
51	44	75
14	94	44
36	82	75
44	1	56
37	91	63
35	82	36
36	13	91
44	78	46
59	97	75
27	75	64
2	99	87
50	95	96
41	23	67
33	21	82
51	64	57
38	71	48
44	94	62
11	17	47
36	75	65
27	97	37
51	75	92
2	78	82
51	44	52
51	82	75
29	69	75
28	2	78
29	88	98
36	84	77
51	82	64
44	82	46
1	19	75
62	35	78
74	65	82
35	30	49
47	46	94
44	36	97
28	27	44
5	19	36
27	28	99
28	85	32
9	93	52
2	84	24
88	93	97
5	21	27
36	19	99
36	93	43
12	95	64
19	59	42
64	28	90
51	94	78
37	87	50
44	96	63
38	92	59
18	54	27
44	94	97
44	46	86
93	27	94
91	48	94
44	33	49
25	44	51
53	64	78
42	21	94
7	2	44
13	53	45
14	45	64
36	64	89
51	13	81
36	82	97
63	78	82
28	59	63
17	95	64
17	44	51
46	2	74
44	53	71
15	82	44
3	61	35
9	24	56
81	83	87
64	22	66
35	44	51
44	75	64
2	35	27
44	94	78
18	20	94
44	36	46
6	62	54
3	67	62
28	94	44
58	27	82
54	65	94
0	74	46
51	44	53
85	55	93
35	59	93
51	94	82
75	27	94
5	12	46
80	74	82
21	97	27
14	65	93
51	82	91
1	77	94
12	9	75
26	52	67
2	9	92
32	55	79
5	22	64
51	44	73
36	78	38
27	46	65
48	55	50
64	84	99
18	49	75
51	94	52
35	27	78
79	55	87
65	24	72
4	97	9
40	33	89
51	82	74
17	36	44
31	3	38
47	12	76
21	86	42
24	65	93
38	28	94
33	96	69
13	44	51
27	69	63
9	12	98
33	14	93
46	2	72
20	59	36
75	95	93
28	35	94
8	95	96
16	8	36
19	75	82
11	65	21
48	74	73
9	97	63
59	96	86
9	82	44
65	75	82
51	27	69
82	65	91
44	36	82
44	94	88
44	27	50
44	28	87
44	40	72
49	23	83
36	56	58
17	35	51
64	48	70
15	96	84
18	2	46
27	75	30
44	64	46
38	7	69
51	94	63
29	47	66
70	62	84
63	36	94
32	60	69
79	82	94
55	63	59
61	65	86
45	93	99
28	29	55
44	82	93
80	40	97
23	38	29
13	86	56
20	79	86
10	81	21
28	94	51
62	9	75
52	71	88
51	36	61
27	92	50
59	74	72
82	96	83
70	36	94
5	52	96
58	19	75
27	22	56
70	1	88
51	95	89
0	29	97
82	75	86
69	29	95
2	19	48
69	52	89
62	12	76
39	30	46
15	88	48
58	45	64
75	53	98
51	95	77
75	78	82
13	28	75
48	60	56
47	48	51
39	21	46
18	35	27
38	78	44
19	76	79
50	60	65
2	22	43
20	9	82
61	20	65
51	28	91
29	48	97
57	97	82
29	93	65
51	44	69
15	3	75
20	37	34
51	44	63
29	90	72
80	62	94
10	89	53
9	19	51
33	73	41
35	62	74
15	52	28
15	78	36
19	54	24
48	75	82
7	85	95
14	50	62
4	54	65
20	60	99
39	21	59
32	3	64
22	69	94
64	24	83
78	84	92
37	52	51
28	9	56
44	75	88
36	44	51
51	27	93
77	29	84
69	64	75
28	84	57
39	89	81
22	20	64
44	94	48
44	27	95
0	54	29
53	65	74
48	46	82
25	2	64
46	95	85
12	47	25
27	46	99
34	85	45
79	14	81
61	50	64
66	84	94
44	94	75
9	20	43
6	28	44
51	96	66
52	75	94
25	5	37
28	35	82
46	94	51
9	94	44
41	80	96
28	27	82
82	64	92
36	98	73
78	9	92
30	20	60
51	44	96
36	64	95
32	94	44
89	38	97
17	64	44
64	76	83
65	29	97
2	9	59
35	28	79
20	57	26
54	20	61
40	82	51
50	78	82
10	93	36
27	64	76
13	89	31
57	47	88
28	84	30
5	87	65
49	7	53
69	19	75
44	64	55
50	96	97
50	59	64
48	21	75
2	75	82
27	72	39
51	12	56
13	97	27
12	45	82
2	29	62
78	75	80
16	98	44
12	28	82
60	69	64
64	9	79
28	53	47
1	99	88
8	91	47
46	82	94
44	46	59
21	2	46
27	2	38
0	48	46
9	61	49
2	50	16
52	40	96
19	65	39
46	97	63
13	78	94
82	75	87
75	96	95
41	46	64
41	39	64
57	91	98
35	78	82
51	44	94
44	96	70
80	73	82
44	36	55
44	75	83
25	1	57
44	53	62
69	27	78
35	84	45
35	66	89
46	64	75
6	63	78
55	35	75
45	2	78
28	78	36
32	6	46
54	37	56
67	63	99
51	91	83
2	47	20
34	55	78
2	19	97
44	27	74
6	87	12
25	83	63
16	22	69
38	54	78
44	35	93
71	24	83
59	40	73
48	29	60
51	64	93
44	62	47
2	86	54
75	21	84
0	44	51
64	59	76
4	27	94
22	14	23
26	92	97
6	38	36
9	48	76
8	67	84
8	60	65
35	76	77
1	86	78
55	19	94
35	53	62
53	84	78
44	55	58
28	46	82
51	94	92
29	28	51
8	55	53
19	2	35
21	64	44
59	88	72
29	79	56
8	38	29
5	87	29
35	79	87
63	48	96
62	48	78
62	29	84
23	55	59
44	36	64
25	42	84
24	88	64
6	56	55
19	9	65
78	9	84
27	28	38
19	45	88
12	3	70
42	22	54
51	44	82
29	47	56
33	61	51
12	9	27
59	28	94
0	62	71
50	21	78
66	91	86
37	35	94
30	46	35
40	62	55
81	28	82
25	69	36
76	48	82
60	93	78
22	26	99
47	75	82
18	86	76
9	36	51
17	99	94
41	14	90
8	21	97
2	96	53
13	29	87
2	6	15
44	19	69
35	64	97
91	50	93
44	27	88
5	69	19
10	91	46
32	45	48
37	57	75
9	48	55
49	4	89
51	44	97
27	44	51
61	59	64
29	76	86
38	29	44
35	65	90
0	90	50
44	35	49
19	76	40
23	25	39
36	94	44
31	92	35
7	57	54
92	76	94
44	91	89
63	2	94
12	88	76
79	13	82
32	53	35
78	65	90
19	64	75
33	1	67
56	35	75
58	81	87
35	75	78
58	13	84
35	75	36
2	46	35
9	59	20
19	45	81
21	94	44
78	28	99
11	29	28
6	85	44
29	92	91
9	65	83
78	21	90
5	14	77
27	82	44
45	76	52
36	27	49
21	13	45
13	95	42
9	79	87
29	97	35
51	94	93
5	79	35
32	7	60
38	13	46
44	36	85
29	59	94
15	7	21
51	44	92
34	69	44
47	85	94
35	93	71
51	76	83
11	23	28
12	76	69
59	36	94
2	59	74
6	94	51
10	93	82
17	59	27
25	30	47
62	86	94
57	88	69
39	78	82
75	69	89
1	24	27
51	36	75
97	13	98
21	65	41
25	36	94
43	22	47
44	78	79
7	27	51
5	64	94
45	24	83
55	60	66
51	94	95
64	27	82
35	59	45
94	27	98
19	71	87
61	76	94
55	84	94
75	46	87
27	84	95
47	63	59
35	2	69
36	27	59
19	48	91
51	95	93
51	75	99
9	27	36
29	84	82
27	97	96
22	50	60
27	69	48
30	28	44
8	26	78
9	71	42
51	36	57
75	78	94
49	23	77
28	45	60
31	45	36
11	14	12
36	9	84
21	91	77
30	35	44
25	24	29
63	20	72
13	59	51
59	50	67
28	88	31
46	76	55
44	36	76
13	88	71
22	99	95
24	29	53
85	2	94
35	82	51
82	2	91
2	96	93
0	47	62
24	76	35
9	96	83
6	26	55
36	78	86
79	45	82
9	84	42
78	75	97
75	76	91
53	99	63
28	60	81
87	54	93
82	36	94
8	86	95
21	27	94
33	59	82
14	85	65
36	45	88
17	96	27
4	83	47
55	29	97
3	17	78
64	19	66
27	94	44
47	38	90
63	86	82
13	93	86
28	12	60
38	35	78
25	14	27
33	7	57
19	46	78
38	76	59
12	46	51
12	19	82
75	2	95
13	65	62
62	63	84
